rec_id,nr_hit,species,group member,method,classification,notes,Old_rec_id,Old_fasta_name
tr|Q48B92|Q48B92_PSE14Type,WP_011282487.1,Pseudomonas savastanoi pv. Phaseolicola,,,,,,
tr|Q48BC6|Q48BC6_PSE14Type,AAX12110.1,Pseudomonas savastanoi pv. phaseolicola,,,,,,
tr|Q48BE0|Q48BE0_PSE14Type,WP_011282444.1,Pseudomonas savastanoi pv. phaseolicola,,,,,,
tr|Q48DQ9|Q48DQ9_PSE14Type,WP_011169533.1,Pseudomonas savastanoi pv. phaseolicola,,,,,,
tr|Q48M45|Q48M45_PSE14Type,WP_011167987.1,Pseudomonas savastanoi pv. phaseolicola,,,,,,
tr|Q52530|Q52530_PSESHAvirulence,AAA20579.2,Pseudomonas savastanoi pv. phaseolicola,,,,,,
tr|Q9K2L5|Q9K2L5_PSESHORF2,1S21_A,Pseudomonas savastanoi pv. phaseolicola,,,,,,
common_AvrB3__genbank_WP_004665643.1__uniprot_Q5DI82__species_Pseudomonas_savastanoi_pv._phaseolicola,WP_004665643.1,Pseudomonas savastanoi pv. phaseolicola,Ella,AvrRpt2-fusion (Rpt2 dependant HR response) and immunoblot,proven,,E7P6W2,E7P6W2_Pseudomonas_syringae_group_genomosp._2 typeIII
common_HopAS1/HopAY1__genbank_AAX19058.1__uniprot_Q5D158__species_Pseudomonas_savastanoi_pv._phaseolicola_1448A,AAX19058.1,Pseudomonas savastanoi pv. phaseolicola 1448A,Ella,AvrRpt2 and cya,proven,#NAME?,hopAS1,hopAS1_Pseudomonas_savastanoi_pv._phaseolicola_1448A
hopAY1_AAZ37994.1,AAZ37994.1,Pseudomonas savastanoi pv. phaseolicola 1448A,,,,,,
Q48BD8,AAZ37975.1,Pseudomonas savastanoi pv. phaseolicola 1448A,,,,,,
Q48Q39,AAZ37024.1,Pseudomonas savastanoi pv. phaseolicola 1448A,,,,,,
tr|Q48M17|Q48M17_PSE14Type,AAZ37209.1,Pseudomonas savastanoi pv. phaseolicola 1448A,,,,,,
D7HVH8,WP_002556030.1,Pseudomonas savastanoi pv. savastanoi,,,,,,
D7I512,WP_002555229.1,Pseudomonas savastanoi pv. savastanoi,,,,,,
D7I5K5,WP_002555293.1,Pseudomonas savastanoi pv. savastanoi,,,,,,
D7I6E6,RMN67513.1,Pseudomonas savastanoi pv. savastanoi,,,,,,
common_avrRpm2__genbank_WP_002556083.1__species_Pseudomonas_savastanoi_pv._savastanoi_NCPPB_3335,WP_002556083.1,Pseudomonas savastanoi pv. savastanoi NCPPB 3335,Tal,Cya assay,proven,"In Ella's fasta, no uniprot",,
common_HOPA1__genbank__WP_002556172.1__species_Pseudomonas_savastanoi_pv._savastanoi_NCPPB_3335,WP_002556172.1,Pseudomonas savastanoi pv. savastanoi NCPPB 3335,Tal,Cya assay,proven,"In Ella's fasta, no uniprot",,
F0E258,WP_009682661.1,Pseudomonas sp. (strain TJI-51),,,not proven,homolog to HopPmaJ,,
AvrB3,WP_065087453.1,Pseudomonas syringae,,,,,,
EKG39881.1,WP_032702664.1,Pseudomonas syringae,,,,,,
EPF65342.1,WP_016567374.1,Pseudomonas syringae,,,,,,
F3EPS5,WP_005752378.1,Pseudomonas syringae,,,,,,
F3F4A1,PPL08761.1,Pseudomonas syringae,,,,,,
F3GW34,WP_003365480.1,Pseudomonas syringae,Ella,,not proven,homolog to HopPmaJ,,
F3H1H1,WP_054081988.1,Pseudomonas syringae,,,,,,
F3H5E8,PBP76552.1,Pseudomonas syringae,,,,,,
F3H5E9,WP_003371233.1,Pseudomonas syringae,,,,,,
F3H6E0,WP_080479751.1,Pseudomonas syringae,,,,,,
F3HVG1,WP_003375743.1,Pseudomonas syringae,,,,,,
F3HVG5,WP_003375753.1,Pseudomonas syringae,,,,,,
F3HVG8,WP_003375759.1,Pseudomonas syringae,,,,,,
F3HXE3,WP_003377132.1,Pseudomonas syringae,,,,,,
F3HYS4,WP_003377951.1,Pseudomonas syringae,,,,,,
F3HZ87,WP_003378257.1,Pseudomonas syringae,,,,,,
F3I4D3,WP_003381016.1,Pseudomonas syringae,,,,,,
F3I4M2,WP_017698543.1,Pseudomonas syringae,,,,,,
F3I4M3,WP_017682784.1,Pseudomonas syringae,,,,,,
F3I656,WP_025991968.1,Pseudomonas syringae,,,,,,
F3I6I9,WP_003381919.1,Pseudomonas syringae,,,,,,
F3IBE0,WP_003383606.1,Pseudomonas syringae,,,,,,
F3IUT8,WP_057446038.1,Pseudomonas syringae,,,,,,
F3IXN2,WP_003392049.1,Pseudomonas syringae,,,,,,
F3J6R6,WP_057445684.1,Pseudomonas syringae,,,,,,
F3JBD7,WP_032610843.1,Pseudomonas syringae,,,,,,
F3JBH4,WP_004406571.1,Pseudomonas syringae,,,,,,
F3JCH0,WP_003399847.1,Pseudomonas syringae,,,,,,
F3JHR3,WP_004407420.1,Pseudomonas syringae,,,,,,
F3JJF1,WP_024651300.1,Pseudomonas syringae,,,,,,
gi|56553646|pdb|1R5E|AChain,1R5E_A,Pseudomonas Syringae,,,,,,
common_HopBC1__uniprot_E5G0U6__genbank_WP_229768892.1__species_Pseudomonas_syringae,WP_229768892.1,Pseudomonas syringae,Naama,AvrRpt2,proven,,hopBC1,hopBC1_Pseudomonas_syringae
common_HopBJ1__uniprot_T1WHI7__genbank_AGU17000.1__species_Pseudomonas_syringae,AGU17000.1,Pseudomonas syringae,Naama,AvrRpt2,proven,,hopBJ1,hopBJ1_Pseudomonas_syringae
hopBN,WP_017683024.1,Pseudomonas syringae,,,,,,
hopW1,WP_017700336.1,Pseudomonas syringae,,,,,,
hopZ3,WP_004418801.1,Pseudomonas syringae,,,,,,
hopZ5,WP_020314360.1,Pseudomonas syringae,,,,,,
Q4ZV88,WP_011267300.1,Pseudomonas syringae,,,,,,
Q4ZX49,WP_011266897.1,Pseudomonas syringae,,,,,,
sp|O87653|HRPZ_PSEAPHarpin,O87653.1,Pseudomonas syringae,,,,,,
sp|Q08370|HRMA_PSESYProtein,Q08370.1,Pseudomonas syringae,,,,,,
sp|Q2QCI9|HPAB3_PSEUBEffector,Q2QCI9.1,Pseudomonas syringae,,,,,,
sp|Q4ZMD6|HPAB1_PSEU2Effector,WP_011269154.1,Pseudomonas syringae,,,,,,
sp|Q6J2E6|HOPW2_PSEYMPutative,Q6J2E6.1,Pseudomonas syringae,,,,,,
sp|Q7PC62|HOAE1_PSEU2Effector,WP_011268930.1,Pseudomonas syringae,,,,,,
sp|Q9F3T4|AVRP2_PSESJProbable,WP_024650469.1,Pseudomonas syringae,,,,,,
tr|A0A0W0PVZ9|A0A0W0PVZ9_PSESF,WP_017703065.1,Pseudomonas syringae,,,,,,
tr|A0A1H1MQF9|A0A1H1MQF9_PSESX,WP_003365117.1,Pseudomonas syringae,,,,,,
tr|A0A3M2UBF8|A0A3M2UBF8_PSESX,WP_003415361.1,Pseudomonas syringae,,,,,,
tr|A0A3M4KMZ4|A0A3M4KMZ4_PSESF,WP_017702943.1,Pseudomonas syringae,,,,,,
tr|A0A656GSU4|A0A656GSU4_PSESX,WP_080479463.1,Pseudomonas syringae,,,,,,
tr|A0A656GSX5|A0A656GSX5_PSESX,WP_003365183.1,Pseudomonas syringae,,,,,,
tr|A0A656H0U7|A0A656H0U7_PSESX,PBP76553.1,Pseudomonas syringae,,,,,,
tr|A0A656H5T7|A0A656H5T7_PSESX,WP_080479885.1,Pseudomonas syringae,,,,,,
tr|A0A656H7M6|A0A656H7M6_PSESX,WP_080479885.1,Pseudomonas syringae,,,,,,
tr|A0A656H7U2|A0A656H7U2_PSESX,WP_054081971.1,Pseudomonas syringae,,,,,,
tr|A0A656JKR5|A0A656JKR5_PSESF,WP_020317430.1,Pseudomonas syringae,,,,,,
tr|A0A656JUY3|A0A656JUY3_PSESF,WP_017702135.1,Pseudomonas syringae,,,,,,
tr|A0A656JXF7|A0A656JXF7_PSESF,WP_017700638.1,Pseudomonas syringae,,,,,,
tr|A0A656K491|A0A656K491_PSESF,WP_122299764.1,Pseudomonas syringae,,,,,,
tr|A0A656K6U3|A0A656K6U3_PSESF,WP_017702329.1,Pseudomonas syringae,,,,,,
tr|A0FDX1|A0FDX1_PSESXType,WP_003407175.1,Pseudomonas syringae,,,,,,
tr|A3QR01|A3QR01_PSESYHopI1,WP_080479885.1,Pseudomonas syringae,,,,,,
tr|C8BNV1|C8BNV1_PSESYAvrE1,WP_080009171.1,Pseudomonas syringae,,,,,,
tr|C8BNX0|C8BNX0_PSESYExoU,WP_100069506.1,Pseudomonas syringae,,,,,,
tr|F3FCB6|F3FCB6_PSESXType,WP_003313846.1,Pseudomonas syringae,,,,,,
tr|F3FD33|F3FD33_PSESXType,WP_003314124.1,Pseudomonas syringae,,,,,,
tr|F3FD38|F3FD38_PSESXType,WP_063313503.1,Pseudomonas syringae,,,,,,
tr|F3G242|F3G242_PSESJType,WP_110766710.1,Pseudomonas syringae,,,,,,
tr|F3INY7|F3INY7_PSEAVType,RMM16653.1,Pseudomonas syringae,,,,,,
tr|F3IP82|F3IP82_PSEAVType,RMM14760.1,Pseudomonas syringae,,,,,,
tr|O87327|O87327_PSESXHrp,WP_011266872.1,Pseudomonas syringae,,,,,,
tr|Q4ZV89|Q4ZV89_PSEU2Type,WP_011267299.1,Pseudomonas syringae,,,,,,
tr|Q4ZX47|Q4ZX47_PSEU2Type,WP_011266899.1,Pseudomonas syringae,,,,,,
tr|Q4ZX80|Q4ZX80_PSEU2Type,WP_011266876.1,Pseudomonas syringae,,,,,,
tr|Q4ZX85|Q4ZX85_PSEU2Type,WP_011266871.1,Pseudomonas syringae,,,,,,
tr|Q6VE93|Q6VE93_PSESYOrf34,WP_011152901.1,Pseudomonas syringae,,,,,,
tr|Q7BM43|Q7BM43_PSEUBAvrE,AAC06134.1,Pseudomonas syringae,,,,,,
tr|Q7PC42|Q7PC42_PSEU2Putative,WP_011266466.1,Pseudomonas syringae,,,,,,
tr|S3MPF6|S3MPF6_PSESYType,WP_016569033.1,Pseudomonas syringae,,,,,,
common_HopBA1__uniprot_E5G0U4__genbank_WP_004417680.1__species_Pseudomonas_syringae,WP_004417680.1,Pseudomonas syringae,Naama,AvrRpt2,proven,,tr|S3MY93|S3MY93_PSESYType,tr|S3MY93|S3MY93_PSESYType_Pseudomonas_syringae III secretion system effector HopBA1 OS=Pseudomonas syringae pv. syringae SM GN=hopBA1 PE=4 SV=1|26120140|
tr|S3NG26|S3NG26_PSESYType,WP_016567360.1,Pseudomonas syringae,,,,,,
tr|S3NG30|S3NG30_PSESYType,WP_016567364.1,Pseudomonas syringae,,,,,,
tr|S6SWN6|S6SWN6_PSESFType,WP_017710488.1,Pseudomonas syringae,,,,,,
tr|S6TW99|S6TW99_PSESFType,WP_017708090.1,Pseudomonas syringae,,,,,,
tr|S6U6V3|S6U6V3_PSESFType,WP_017710059.1,Pseudomonas syringae,,,,,,
tr|S6VK55|S6VK55_PSESFType,WP_017710060.1,Pseudomonas syringae,,,,,,
tr|S6W322|S6W322_PSESFType,WP_017709273.1,Pseudomonas syringae,,,,,,
E2M7R3,WP_007243818.1,Pseudomonas syringae group,,,,,,
E2MBU5,WP_007244814.1,Pseudomonas syringae group,,,,,,
E2MBX7,WP_007244836.1,Pseudomonas syringae group,,,,,,
E2MH40,WP_007246076.1,Pseudomonas syringae group,,,,,,
E2MH41,WP_007246077.1,Pseudomonas syringae group,,,,,,
E2MHD7,WP_010203748.1,Pseudomonas syringae group,,,,,,
E2MHW0,WP_007246269.1,Pseudomonas syringae group,,,,,,
E2MIT6,WP_179952515.1,Pseudomonas syringae group,,,,,,
E2MKS1,WP_007247015.1,Pseudomonas syringae group,,,,,,
E2MLS1,WP_007247258.1,Pseudomonas syringae group,,,,,,
E2MMQ4,WP_007247525.1,Pseudomonas syringae group,,,,,,
E2MMX4,WP_007247583.1,Pseudomonas syringae group,,,,,,
E2MN17,WP_007247623.1,Pseudomonas syringae group,,,,,,
E2MN40,WP_007247644.1,Pseudomonas syringae group,,,,,,
E7PE76,WP_004666980.1,Pseudomonas syringae group,,,,,,
F2ZCK7,WP_024668844.1,Pseudomonas syringae group,,,,,,
F2ZWA0,WP_005906196.1,Pseudomonas syringae group,Ella,,unproven,"it did not translocate in J. chang's research but is still widely considered an effector, including by him",,
F3DC82,WP_005732218.1,Pseudomonas syringae group,,,,,,
F3DH97,WP_005733668.1,Pseudomonas syringae group,,,,,,
F3DLY8,WP_003383614.1,Pseudomonas syringae group,,,,,,
F3DP90,WP_005736100.1,Pseudomonas syringae group,,,,,,
F3DPC2,WP_005736134.1,Pseudomonas syringae group,,,,,,
F3DQ33,WP_005736346.1,Pseudomonas syringae group,,,,,,
F3DRX0,WP_005736903.1,Pseudomonas syringae group,,,,,,
F3DVN1,WP_032633803.1,Pseudomonas syringae group,,,,,,
F3E4I2,WP_005740902.1,Pseudomonas syringae group,,,,,,
F3FAT7,WP_005752338.1,Pseudomonas syringae group,,,,,,
F3HET8,WP_007248590.1,Pseudomonas syringae group,,,,,,
F3HF02,WP_007248647.1,Pseudomonas syringae group,,,,,,
F3HM16,WP_054086339.1,Pseudomonas syringae group,,,,,,
F3HPU1,WP_054079729.1,Pseudomonas syringae group,,,,,,
F3HQV5,WP_192936006.1,Pseudomonas syringae group,,,,,,
F3HRH0,WP_007252523.1,Pseudomonas syringae group,,,,,,
F3I1T0,WP_003379723.1,Pseudomonas syringae group,,,,,,
F3IDP7,WP_032710317.1,Pseudomonas syringae group,,,,,,
F3IJQ6,WP_005767510.1,Pseudomonas syringae group,,,,,,
F3INZ8,WP_005769991.1,Pseudomonas syringae group,,,,,,
F3IP94,WP_005770175.1,Pseudomonas syringae group,,,,,,
F3IP97,WP_011104966.1,Pseudomonas syringae group,,,,,,
F3JH07,WP_003402453.1,Pseudomonas syringae group,,,,,,
F3K730,WP_005782559.1,Pseudomonas syringae group,Ella,,not proven,a very close homolog (almost identical) to a proven HopW1-1,,
F3K7B1,WP_005782659.1,Pseudomonas syringae group,,,,,,
hopAO1_WP_002556090.1,WP_002556090.1,Pseudomonas syringae group,,,,,,
common_hopAX1__uniprot_A0A3M2Y1S1__genbank_WP_024648313__species__Pseudomonas_syringae_group,WP_024648313.1,Pseudomonas syringae group,Naama,avrRpt2,proven,"Old name: HopPsyL (was so hard to track it down because of it!) (ref for the name change: https://guttman.csb.utoronto.ca/resources-software/type-iii-effector-aliases/) the UniProt and the genebank are not for the exact same protein, but homologs. It's the best I could find... In fact it's not UniProt but UniParc - again, the only one I found.",hopAX1,hopAX1_Pseudomonas_syringae_group
hopBF1,WP_005886680.1,Pseudomonas syringae group,,,,,,
common_hopBH1__uniprot_F2ZKN8__genbank_WP_005891668.1__species__Pseudomonas_syringae_group,WP_005891668.1,Pseudomonas syringae group,Naama,avrRpt2,proven,,hopBH1,hopBH1_Pseudomonas_syringae_group
common_hopBI1__uniparc_UPI0002F2D0EB__genbank_WP_234887616.1__species__Pseudomonas_syringae_group,WP_234887616.1,Pseudomonas syringae group,Naama,avrRpt2,proven,,hopBI1,hopBI1_Pseudomonas_syringae_group
HopD1_WP_080438900.1,WP_080438900.1,Pseudomonas syringae group,,,,,,
hopH2,WP_024689564.1,Pseudomonas syringae group,,,,,,
hopH3,WP_077142976.1,Pseudomonas syringae group,,,,,,
hopS2,WP_007243768.1,Pseudomonas syringae group,,,,,,
hopX2,WP_054068014.1,Pseudomonas syringae group,,,,,,
hopZ4,WP_005622498.1,Pseudomonas syringae group,,,,,,
Q4LBP1,WP_081002578.1,Pseudomonas syringae group,,,,,,
Q8RP10,WP_042912462.1,Pseudomonas syringae group,,,,,,
sp|Q6LAD6|ARPT2_PSEUBCysteine,WP_081012136.1,Pseudomonas syringae group,,,,,,
sp|Q8RP17|HOPW1_PSEYMEffector,WP_011178595.1,Pseudomonas syringae group,,,,,,
tr|A0A0N0FBJ7|A0A0N0FBJ7_PSEYM,WP_007252329.1,Pseudomonas syringae group,,,,,,
tr|A0A0N0FKK8|A0A0N0FKK8_PSEYM,WP_007248467.1,Pseudomonas syringae group,,,,,,
tr|A0A0P9UWK9|A0A0P9UWK9_9PSED,WP_005895613.1,Pseudomonas syringae group,,,,,,
tr|A0A2S4I4K0|A0A2S4I4K0_PSEA0,WP_005740288.1,Pseudomonas syringae group,,,,,,
tr|A0A2S4I4L1|A0A2S4I4L1_PSEA0,WP_005740287.1,Pseudomonas syringae group,,,,,,
tr|A0A2S4IJ75|A0A2S4IJ75_PSEA0,WP_005736337.1,Pseudomonas syringae group,,,,,,
tr|A0A3M5TXA8|A0A3M5TXA8_9PSED,WP_005622107.1,Pseudomonas syringae group,,,,,,
tr|A3QQZ9|A3QQZ9_PSEYMHopI1,WP_159372465.1,Pseudomonas syringae group,,,,,,
tr|F3G248|F3G248_PSESJType,WP_003339851.1,Pseudomonas syringae group,,,,,,
tr|F3G4A3|F3G4A3_PSESJType,WP_003340856.1,Pseudomonas syringae group,,,,,,
tr|F3GCB9|F3GCB9_PSESJType,WP_003345750.1,Pseudomonas syringae group,,,,,,
tr|F3IHD9|F3IHD9_PSEAVType,WP_080546441.1,Pseudomonas syringae group,,,,,,
tr|F3IJ53|F3IJ53_PSEAVType,WP_005767170.1,Pseudomonas syringae group,,,,,,
tr|F3IJD6|F3IJD6_PSEAVType,WP_032710656.1,Pseudomonas syringae group,,,,,,
tr|F3IRM5|F3IRM5_PSEAVType,WP_005771667.1,Pseudomonas syringae group,,,,,,
tr|Q08242|Q08242_PSESXAvirulence,WP_010204615.1,Pseudomonas syringae group,,,,,,
tr|Q8RP09|Q8RP09_PSEYMType,WP_159372465.1,Pseudomonas syringae group,,,,,,
F3DMX5,WP_010208270.1,Pseudomonas syringae group genomosp. 2,,,,,,
F3EDR2,WP_005744357.1,Pseudomonas syringae group genomosp. 2,,,,,,
F3G831,WP_005744357.1,Pseudomonas syringae group genomosp. 2,,,,,,
F3K4V2,WP_005781639.1,Pseudomonas syringae group genomosp. 2,,,,,,
hopT1,WP_005730292.1,Pseudomonas syringae group genomosp. 2,,,,,,
D5LB36,WP_081010363.1,Pseudomonas syringae group genomosp. 3,,,,,,
F3E2W9,WP_080892057.1,Pseudomonas syringae group genomosp. 3,,,,,,
common_hopBM1__uniprot_Q88BW6__genbank_WP_011102937.1__species_Pseudomonas_syringae_group_genomosp._3,WP_011102937.1,Pseudomonas syringae group genomosp. 3,Naama,Cya,proven,,hopBM1,hopBM1_Pseudomonas_syringae_group_genomosp._3
hopT1-1,WP_057443140.1,Pseudomonas syringae group genomosp. 3,Ella,,redundant,It's one aa longer than the proven HopT1-1 which is already in the database. better keep the proven sequence. they are identical other than the 1 aa added.,,
Q87Y16,WP_011104823.1,Pseudomonas syringae group genomosp. 3,,,,,,
Q8RP12,WP_007248463.1,Pseudomonas syringae group genomosp. 3,,,,,,
common_AvrptoB__uniprot_Q8RSY1__genbank_AAL71883.1__species_Pseudomonas_syringae_group_3,WP_011104378.1,Pseudomonas syringae group genomosp. 3,Iris,CyA,proven,,sp|Q8RSY1|HPAB2_PSESMEffector,sp|Q8RSY1|HPAB2_PSESMEffector_Pseudomonas_syringae_group_genomosp._3 protein HopAB2 OS=Pseudomonas syringae pv. tomato (strain DC3000) GN=hopAB2 PE=1 SV=1|26120140|
tr|A3QQZ4|A3QQZ4_PSEYMHopI1,WP_044394123.1,Pseudomonas syringae group genomosp. 3,,,,,,
tr|F3INZ6|F3INZ6_PSEAVType,WP_054070037.1,Pseudomonas syringae group genomosp. 3,,,,,,
tr|Q8RP03|Q8RP03_PSEYMType,WP_007248462.1,Pseudomonas syringae group genomosp. 3,,,,,,
F3JJA3,KOG02760.1,Pseudomonas syringae pv. aceris,,,,,,
tr|A0A656H641|A0A656H641_PSESX,RMS71602.1,Pseudomonas syringae pv. aceris,,,,,,
F3JBG9,EGH69192.1,Pseudomonas syringae pv. aceris str. M302273,,,,,,
F3JCN1,EGH69604.1,Pseudomonas syringae pv. aceris str. M302273,,,,,,
F3JJA2,EGH71925.1,Pseudomonas syringae pv. aceris str. M302273,,,,,,
F3JJA6,EGH71929.1,Pseudomonas syringae pv. aceris str. M302273,,,,,,
F3JM18,EGH72891.1,Pseudomonas syringae pv. aceris str. M302273,,,,,,
common_HopBE1__uniprot_E5G0U8__genbank_ADQ74899.1__species_Pseudomonas syringae_pv._aceris_str._M302273,ADQ74899.1,Pseudomonas syringae pv. aceris str. M302273,Naama,avrRpt2,proven,,hopBE1,hopBE1_Pseudomonas_syringae_pv._aceris_str._M302273
avrrpm1,NVL62483.1,Pseudomonas syringae pv. actinidiae,,,,,,
avrrpm2,RMS51270.1,Pseudomonas syringae pv. actinidiae,,,,,,
F3I2E5,GBH07483.1,Pseudomonas syringae pv. actinidiae,,,,,,
F3I506,GBH13527.1,Pseudomonas syringae pv. actinidiae,,,,,,
hopBB1-1,GBH07724.1,Pseudomonas syringae pv. actinidiae,,,,,,
hopBB1-2,GBH14991.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7I9B3|J7I9B3_PSESFType,AFQ35552.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7I9B7|J7I9B7_PSESFType,AFQ35557.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7I9E2|J7I9E2_PSESFAvirulence,AFQ35566.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7I9R7|J7I9R7_PSESFAvirulence,AFQ35566.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7I9V0|J7I9V0_PSESFType,AFQ35551.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7I9V5|J7I9V5_PSESFType,AFQ35559.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7I9W3|J7I9W3_PSESFAvirulence,AFQ35671.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7I9W8|J7I9W8_PSESFAvirulence,AFQ35571.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7IDH5|J7IDH5_PSESFType,AFQ35551.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7IDX1|J7IDX1_PSESFType,AFQ35669.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7IE52|J7IE52_PSESFType,AFQ35555.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7IG74|J7IG74_PSESFType,AFQ35553.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7IG80|J7IG80_PSESFType,AFQ35558.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7IGZ7|J7IGZ7_PSESFType,AFQ35559.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7IHF0|J7IHF0_PSESFType,AFQ35566.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7IHF5|J7IHF5_PSESFType,AFQ35667.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|J7IHN8|J7IHN8_PSESFType,AFQ35551.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|S6TTJ9|S6TTJ9_PSESFType,RMQ25934.1,Pseudomonas syringae pv. actinidiae,,,,,,
tr|A0A656K4D4|A0A656K4D4_PSESF,EPM70884.1,Pseudomonas syringae pv. actinidiae ICMP 18804,,,,,,
tr|A0A656K4E5|A0A656K4E5_PSESF,EPM70854.1,Pseudomonas syringae pv. actinidiae ICMP 18804,,,,,,
tr|A0A656K8M8|A0A656K8M8_PSESF,EPN06973.1,Pseudomonas syringae pv. actinidiae ICMP 18804,,,,,,
tr|S6U3U1|S6U3U1_PSESFType,EPN06973.1,Pseudomonas syringae pv. actinidiae ICMP 18804,,,,,,
tr|S6SWQ6|S6SWQ6_PSESFType,EPN33802.1,Pseudomonas syringae pv. actinidiae ICMP 18807,,,,,,
tr|S6T863|S6T863_PSESFType,EPN37959.1,Pseudomonas syringae pv. actinidiae ICMP 18807,,,,,,
tr|S6TWG5|S6TWG5_PSESFType,EPN33786.1,Pseudomonas syringae pv. actinidiae ICMP 18807,,,,,,
tr|S6TWP0|S6TWP0_PSESFType,EPN33861.1,Pseudomonas syringae pv. actinidiae ICMP 18807,,,,,,
tr|S6VA78|S6VA78_PSESFType,EPN64641.1,Pseudomonas syringae pv. actinidiae ICMP 18807,,,,,,
tr|S6VCW1|S6VCW1_PSESFType,EPN64627.1,Pseudomonas syringae pv. actinidiae ICMP 18807,,,,,,
F3I2E4,AKT28580.1,Pseudomonas syringae pv. actinidiae ICMP 18884,,,,,,
Q0EE16,AKT28685.1,Pseudomonas syringae pv. actinidiae ICMP 18884,,,,,,
tr|A0A656JKS4|A0A656JKS4_PSESF,EPN47917.1,Pseudomonas syringae pv. actinidiae ICMP 19094,,,,,,
tr|A0A656JUP1|A0A656JUP1_PSESF,EPN55532.1,Pseudomonas syringae pv. actinidiae ICMP 19096,,,,,,
tr|A0A656JUW2|A0A656JUW2_PSESF,EPN55544.1,Pseudomonas syringae pv. actinidiae ICMP 19096,,,,,,
tr|A0A656JXQ0|A0A656JXQ0_PSESF,EPN59302.1,Pseudomonas syringae pv. actinidiae ICMP 19096,,,,,,
tr|A0A656K2Q9|A0A656K2Q9_PSESF,EPN66541.1,Pseudomonas syringae pv. actinidiae ICMP 19096,,,,,,
tr|A0A3M4L3G7|A0A3M4L3G7_PSESF,EPM51152.1,Pseudomonas syringae pv. actinidiae ICMP 19098,,,,,,
tr|A0A656JMC6|A0A656JMC6_PSESF,EPM50520.1,Pseudomonas syringae pv. actinidiae ICMP 19098,,,,,,
tr|A0A656JP60|A0A656JP60_PSESF,EPM50266.1,Pseudomonas syringae pv. actinidiae ICMP 19098,,,,,,
tr|A0A656JUZ9|A0A656JUZ9_PSESF,EPM47970.1,Pseudomonas syringae pv. actinidiae ICMP 19098,,,,,,
F3I2C9,KCV00013.1,Pseudomonas syringae pv. actinidiae ICMP 9617,,,,,,
F3I4T2,KCU99361.1,Pseudomonas syringae pv. actinidiae ICMP 9617,,,,,,
F3I4T0,AQL35833.1,Pseudomonas syringae pv. actinidiae ICMP 9853,,,,,,
F3I6K1,EGH67224.1,Pseudomonas syringae pv. actinidiae str. M302091,,,,,,
hopAZ1,ADQ74894.1,Pseudomonas syringae pv. actinidiae str. M302091,,,,,,
tr|S6SR13|S6SR13_PSESFType,NAS98255.1,Pseudomonas syringae pv. actinidifoliorum,,,,,,
E2MBY1,KPW47537.1,Pseudomonas syringae pv. antirrhini,,,,,,
E2MHD9,KPW27844.1,Pseudomonas syringae pv. apii,,,,,,
O86072,AAC33120.1,Pseudomonas syringae pv. apii,,,,,,
F3IU89,RMO65809.1,Pseudomonas syringae pv. aptata,Ella,,not proven,homolog to hopPmaJ,,
F3IZ17,WP_003392727.1,Pseudomonas syringae pv. aptata,,,,,,
F3IUT4,EGH75906.1,Pseudomonas syringae pv. aptata str. DSM 50252,,,,,,
tr|A0A0P9SS82|A0A0P9SS82_PSESX,EKG39910.1,Pseudomonas syringae pv. avellanae str. ISPaVe037,,,,,,
F3INZ7,POQ07300.1,Pseudomonas syringae pv. avii,,,,,,
D7HZJ0,SOS17152.1,Pseudomonas syringae pv. cerasicola,,,,,,
F3JTH9,SOS17152.1,Pseudomonas syringae pv. cerasicola,,,,,,
O86071,AAC33119.1,Pseudomonas syringae pv. cilantro,,,,,,
tr|A0A0P9NJA0|A0A0P9NJA0_9PSED,WP_003414793.1,Pseudomonas syringae pv. coryli,,,,,,
E7PQL4,KWS81733.1,Pseudomonas syringae pv. daphniphylli,,,,,,
tr|Q83YN7|Q83YN7_9PSEDUncharacterized,RMP21120.1,Pseudomonas syringae pv. delphinii,,,,,,
tr|F3FD65|F3FD65_PSESXType,ABK13744.1,Pseudomonas syringae pv. japonica,,,,,,
F3FBT4,EGH27670.1,Pseudomonas syringae pv. japonica str. M301072,,,,,,
F3FGS4,EGH29410.1,Pseudomonas syringae pv. japonica str. M301072,,,,,,
